id,date,text
261,1766-08-21,Fine Weather -- feel well.   23    
262,1766-11-03,Sett off with  my Wife for  Salem. Stopped 1/2 Hour att  Boston cross'd the Ferry and at 3 O  Clock arrived at Hill's the Tavern in  Malden the Sign of the rising Eagle at the Brook near  Mr. Emmersons [Emerson's] Meeting House 5  Miles from Norwoods where vizt. at Hills we  dined. Here we fell in Company with Kent and  Sewal. We all oated at Martins where we  found the new Sherriff of  Essex Coll.  Saltonstal. We all rode into Town together. Arrived at my dear Brother  Cranches about 8 and drank Tea  and are all very happy. Sat and heard the Ladies talk about Ribbon Catgut and  Paris net Riding hoods Cloth Silk and Lace. -- Brother  Cranch came Home and a very  happy Evening we had. Cranch is  now in a good Situation for Business near the Court House and Mr.  Bernards [Barnard's] Meeting house and on the Road  to  Marblehead -- his House fronting the Wharffs the Harbour and  Shipping has a fine Prospect before it.
263,1766-11-04,At this Court I also saw a young Gentleman lately sworn in the  Inferiour Court whose Name is Samuel  Porter he lived with Mr. Farnham took his  2d. Degree last Year and lives at  Ipswich. Thus every County of the Province Swarms with Pupils  and students and young Practicers of Law.
264,1766-11-05,Spent the Evening at Mr. Pynchons with  Farnham Sewal  Sergeant Coll. Saltonstall &c. very  agreably. Punch Wine bread and Cheese Apples  Pipes and Tobacco. Popes and Bonfires this Evening at  Salem and a Swarm of tumultuous People attending them.
265,1766-11-06,Drank Tea at Mrs. Kneelands. Got Home before 8 o Clock.
266,1766-11-07,Afternoon went to Major Crosbeys to see him execute a  Codicil to his Will. The old Gentleman is very desirous that the Province  should comply with the [King's] Recommendation to make up  the Damages to the sufferers.   27    
267,1766-11-08,This Morning I asked John Clark some Questions about it.  He thinks if the King has requested it it will be difficult to refuse it but  yet it will be hard upon us to pay it.
268,1766-11-09,Fine Weather Yet. Heard Mr. Penniman all Day. Spent Evening  with Dr. Savil.
269,1766-11-10,Rain. Kill'd Cow. Read chiefly in the American  Gazeteers which are a very valuable Magazine of american Knowledge.   28    
270,1766-11-11,After all this which was born without a Murmur does it not exceed all  Credibility that this same Governor should meet the two Houses and open the  Session with a Speech -- a Speech! -- a Speech! I want Words to express my  Sentiments of this Speech!   31    
271,1766-12-08,Nat Clap. These Town Meeting Laws are the most awful  Things and the  Town of Boston ought to be stigmatized for setting the  Example.   32    
272,1766-12-23,But what will be the Consequences of this Deputation? -- and what were the  Causes of it? My Brothers Disregard and neglect of the office and his Neglect  to pay Greenleaf were the Causes.
273,1766-12-24,Thus I believe that it appears to all who consider the Matter that almost  all the People whether better or worse are of one Mind about the Governor and  absolutely hate him and despize him -- let  Phylanthrop say what he will. And indeed I have very good Reasons to think that  Phylanthrop lyed when he said that the better sort had  taken no Offence and absolutely endeavoured to  impose a palpable falshood upon the Public.   39    
274,1766-12-31,This Soliloquy satisfy'd me! The whole Mystery  was unriddled -- all Phylanthrops facts Anecdotes Reasonings  Vapourings all that he has said done or wrote or  can say do or write is answered at once. There is no further occasion for  scribling &c. nor for me to write any Thing  more but the Name of [  ] Misanthrop.
275,1766-12-32,Copy of his Petition last June was 12 months for a salary as Lieutenant  Governor. It is in the Journal sent down together with a Message from the  Governor 12 day of June A.D. 1765 Wednesday. Considered Fryday June 14. 1765 10 O clock.   44    
276,1767-03-01,When I was in that Chamber of Distress I   45      felt the Meltings of  Commiseration. This Office of Overseer of the Poor leads a Man into scenes of  [  ] Distress and is a continual Exercise of the  benevolent Principles in his Mind. His Compassion is constantly excited and  his Benevolence encreased.  s 46 - 56  [ s -- no s available ]  End-paper  [  --  ]  End-paper  [  --  ]  End-paper  [  --  ]  End-paper  [  --  ]    [  --  ]    [  -- ]
277,1767-04-08,Proceeded without Baiting to Jacobs's where I dined. Lodged  at Howlands. Rode next day baited at  Ellis's dined at Newcombs and proceeded to  Barnstable lodged at Howes's and feel myself  much better than I did when I came from Home. But I have had a very wet cold  dirty disagreable journey of it. -- Now I am on  the stage and the scene is soon to open what Part shall I act? -- The People  of the County I find are of opinion that Cotton will  worry Nye. But Nye must come off with flying Colours.   5    
278,1767-05-17,Spent the Evening at Mr. Hoveys with Deacon  Foster and Dr. Thomas. The  Deacon was very silent. The  Dr. pretty sociable.
279,1767-05-18,Cushing at  Barnstable said to me -- happy is he whom other Mer Errors  render wise. -- Otis by getting into the general Court has  lost his Business. -- Felix quem faciunt aliena Pericula cautum -- other Mens  Dangers Errors Miscarriages Mistakes Misfortunes.   9  [  --  ]  s 10 -32  [ s -- no s available ]  [ s 16-32 have not been cut. ]    [  -- ]    [  -- ]
280,1768-01-30,I am certain however that the Course I pursue will neither lead me to Fame  Fortune Power   2      Nor to the Service of my Friends Clients or  Country. What Plan of Study Reading or Reflection or Business can  be pursued by a Man who is now at  Pownalborough then at  Marthas Vineyard next at  Boston then at  Taunton presently at  Barnstable then at [  ]  [  ]  Concord now at  Salem then at  Cambridge and afterwards at  Worcester. Now at Sessions then at Pleas now in Admiralty now  at Superiour Court then in the Gallery of the  House. What a Dissipation must this be? Is it possible to pursue a regular  Train of Thinking in this desultory Life? -- By no Means. -- It is a Life of  Here and every where to use the Expression that  is applyed to Othello by  Desdemona's Father. Here and there and every where a rambling roving vagrant vagabond  Life. A wandering Life. At Meins Book  store at Bowes's Shop at Danas  House at Fitches Otis's office and the  Clerks office in the Court Chamber in the Gallery at my own Fire I am  thinking on the same Plan.   3  [  --  ]   4  [  --  ]   5    
281,1769-08-10,What shall I do with 2 Clerks at a Time? And what will the Bar and the  World say? As to the last I am little solicitous but my own Honour Reputation and Conscience are concerned in doing my  best for their Education and Advancement in the World. For their Advancement I  can do little for their Education much if I am not wanting to myself and  them.
282,1769-08-11,Spent the Evening at Mr. Wm. Coopers the Dr. came in and  was very social. He came from a Meeting of the Overseers of the  Colledge at  Cambridge which was called to advise the Corporation to proceed  to the Choice of a President.   6    
283,1769-08-12,Dined at Mr. Isaac Smiths and in the Evening went to  Braintree.
284,1769-08-13,This Mr. Fisk and his Sister Madam Marsh  the former born in the very Month of the Revolution under Sir Edmund  Andros and the latter 10 Years before that made a very venerable  Appearance.
285,1769-08-14,Jealousies arise from little Causes and many might suspect that I was not  hearty in the Cause if I had been absent whereas none of them are more  sincere and stedfast than I am.
286,1769-08-15,Rode to  Taunton 16 miles before 9 O Clock tho I stopped and breakfasted at Haywards  in  Easton 9 miles from  Taunton. Spent all the Leisure moments I could snatch in Reading  a Debate in Parliament in 1744 upon a Motion to inquire into the Conduct of  Admiral Mathews and Vice Admiral Lestock in  the Mediterranean when they had and neglected so fine an  Opportunity of destroying the combined Fleets of  France and  Spain off  Toulon.   9    
287,1769-09-02,Dined at Mr. Smiths. Heard that Messrs.  Otis and Adams went Yesterday to Concert Hall and there had  each of them a Conference with each of the Commissioners and that all the  Commissioners met Mr. Otis this Morning at 6 O Clock at the  British Coffee House. The Cause and End of these Conferences are Subjects of  much Speculation in Town.
288,1769-09-03,Heard Dr. Cooper in the forenoon Mr.  Champion of  Connecticutt in the Afternoon and Mr. Pemberton  in the Evening at the Charity Lecture. Spent the Remainder of the Evening and  supped with Mr. Otis in Company with Mr.  Adams Mr. Wm. Davis and Mr. Jno.  Gill. The Evening spent in preparing for the Next Days Newspaper - a  curious Employment. Cooking up Paragraphs Articles Occurences &c. --  working the political Engine! Otis talks all. He grows the  most talkative Man alive. No other Gentleman in Company can find a Space to put  in a Word -- as Dr. Swift expressed it he leaves no Elbow  Room. There is much Sense Knowledge and Spirit and  Humour in his Conversation. But he grows narrative  like an old Man. Abounds with Stories.
289,1769-09-04,Spent the Evening at Dr. Peckers with the Clubb. Mr. Otis introduced a Stranger a  Gentleman from  Georgia recommended to him by the late Speaker of the House in  that Province. Otis indulged himself   10      in all his  Airs. Attacked the Aldermen Inches and  Pemberton for not calling a Town meeting to consider the  Letters of the Governor General Commodore Commissioners Collector  Comptroller &c.charged them with Timidity Haughtiness Arbitrary  Dispositions and Insolence of Office. But not the least Attention did he  shew to his Friend the Georgian. -- No Questions  concerning his Province their Measures against the Revenue Acts their Growth  Manufactures Husbandry Commerce -- No general Conversation concerning the  Continental Opposition - Nothing but one continued Scene of bullying  bantering reproaching and ridiculing the Select Men. -- Airs and  Vapours about his Moderatorship and Membership and  Cushings Speakership. -- There is no Politeness nor Delicacy  no Learning nor Ingenuity no Taste or Sense in this Kind of Conversation.
290,1769-09-06,Mr. Cudworth told me on the Town house Steps that  Mr. Charles Paxton the Commissioner told him this day that  it was possible he might be sent with some Proscess  on board a Man of War and he advised him as a friend not to attempt to take  any Man from on Board the Man of War for you have no Right to and if you  attempt it you'l never come away alive -- and I want  to see Otis the [Deputy] Sherriff to give  him the same Advice.   11      -- Cudworth told this to  Otis in my Hearing and Otis went directly to  Mr. Paxtons as I since hear and Mr. Paxton  gave him the same Advice.
291,1769-10-19,The morning at Bracketts upon the Case of the Whale. The  afternoon at the office posting Books.   12    
292,1769-10-24,Dined with my Friend and Uncle Mr.  Quincy and returned after Meeting to  Boston.   13    
293,1769-11-01,I dont think the World can furnish a more curious Collection of Characters  than those that made up this Company -- Otis  Kent Dana Gridley  Fitch Winthrop &c.   18    
294,1769-12-23,The great Question The great Questions concerning the Right of  Juries in the Colonies by upon a Comparison of the 3 Statutes and  concerning the Right of impressing Seamen for his Majestys Service whether  with or without Warrants from the Lords of the Admiralty upon orders of  the [King] in Council are very important. And as they  the [  ] of Such a Pamphlet might suggest alterations  in the Statutes and might possibly procure us for the future the Benefit of  juries in such Cases. And the World ought to know at least the American part  of it more than it does of the true foundation of Impresses if they have  any.   19    
295,1770-01-16,In short I never saw such an Object of Admiration Reverence Contempt and  Compassion all at once as this. I fear I tremble I mourn for the Man and for  his Country. Many others mourne over him with Tears in their Eyes.   20    
296,1770-02-26,At Clubb this Evening Mr. Scott  and Mr. Cushing gave us a most alarming Account of  O [Otis]. He has been this afternoon raving  Madraving vs. Father Wife Brother Sister Friend  c.   24    
297,1770-06-19,Rambled with Kent round Landlord  Treadwells Pastures to see how our Horses fared. We found them in  [  ] Grass up to their Eyes. Excellent Pastures. This  Hill on which stand the Meeting House and Court House is a fine Elevation and  We have here a fine Air and the pleasant Prospect of the winding River at the  foot of the Hill.   25    
298,1770-06-25,This Observation was echoed from some Tory who applyed it to a late  Quotation of the House of Representatives. It is true Richard  2d. and H. 6. were  weak and worthless Princes and their Parliaments were bold and resolute but  weak Princes may arise hereafter and then there will be need of daring and  determined Parliaments. The Reigns of R. 2. and  H. 6 were the Reigns of Evil Councillors and  Favourites and they exhibit notable Examples of  the public Mischiefs arising from such Administrations and of national and  parliamentary Vengeance on such wicked Minions.
299,1770-06-26,Stephens the  Connecticutt Hemp Man was at my Office with Mr.  Counsellor Powell and Mr. Kent.  Stephens says that the whole  Colony of Connecticutt has given more implicit Observance to a  Letter from the Select Men of  Boston than to their Bibles for some Years. And that in  Consequence of it the Country is vastly happier than it was for every Family  has become a little manufactory House and they raise and make within  themselves many Things for which they used to run in debt to the Merchants  and Traders. So that No Body is hurt but  Boston and the Maritime Towns. -- I wish there was a Tax of 5s.  st. on every Button from  England. It would be vastly for the good of this Country  c. As to all the Bustle and Bombast about Tea it has been begun by about  1/2 doz.  Hollands Tea Smugglers who could not find so much Profit in  their Trade since the Nine Pence was taken off in  England. -- Thus He. Some Sense and some Nonsense!   26    
300,1770-06-27,Took an Airing in the Chaise with my Brother Sam. Adams  who returned and dined with me. He says he never looked forward in his Life  never planned laid a scheme or formed a design of laying up  any Thing for himself or others after him. I told  him I could not say that of myself if that had been true of me you would  never have seen my Face -- and I think this was true. I was necessitated to  ponder in my Youth to consider of Ways and Means of raising a Subsistence  food and Rayment and Books and Money to pay for my Education to the Bar. So  that I must have sunk into total Contempt and Obscurity if not perished for  Want if I had not planned for futurity. And it is no Damage to a young Man to  learn the Art of living early if it is at the Expence of much musing and pondering and Anxiety.
301,1770-06-28,This afternoon Mr. Wm. Frobisher gave me a Narration of his  Services to the Province in introducing the Manufacture of Pot ashes and Pearl  ashes and of his unsuccessfull  Petitions   28      to the General Court for a Compensation. He says he has  suffered in his fortune by his Labours and  Expences and has been instrumental of introducing  and establishing the Manufacture And can obtain nothing. That £25000 st. worth  of [  ] Potashes have been exported from this Town yearly  for 5 Years past and more than that Quantity for the last two Years as appears  by the Custom House Books and Mr. Sheaff the Collector was  his Informer. That He has invented a Method of making Potashes in much greater  Quantity and better Quality than heretofore has been done from the same  materials without any Augmentation of Expence. That  he went to  Hingham and worked with Mr. Lincoln a month  and has a Certificate from him [  ] to the foregoing  Purpose. That his new Method seperates from the  Potash a neutral Salt that is very pure and of valuable Use in medicine  c. and that if his Method was adopted no Russian Potash would sell at any  Markett where American was to be had. -- Thus  Projectors ever restless.
302,1770-06-29,Oated my Horse and drank baume Tea at Treadwells in  Ipswich where I found Brother Porter and  chatted with him 1/2 Hour then rode to  Rowley and lodged at Captn.  Jewitts. -- Jewitt had rather the House should sit  all the Year round than give up an Atom of Right or Priviledge. -- The Governor cant frighten the People  with &c.
303,1770-06-30,By accidentally taking this new rout I have avoided  Portsmouth and my old Friend the  Governor of it. But I must make my Compliments to him as I return.  It is a Duty. He is my Friend And I am his. I should have seen enough of the  Pomps and Vanities and Ceremonies of that little World  Portsmouth If I had gone there but Formalities and Ceremonies  are an abomination in my sight. I hate them in Religion Government Science  Life.
304,1770-07-01,He gives a sad Account of the Opposition and Persecution he has suffered  from the Tories for his Zeal and Firmness against their Schemes. Says they  i.e. the Moultons Sewalls and  Lymans contrived every Way to thwart vex and distress him  and have got 1000 st [sterling] from him at least but he  says that Providence has seemed to frown upon them one running distracted and  another &c. and has favoured him in Ways that  he did not foresee.
305,1770-07-02,Got into my Chair after my Return from the old Woman rode with  Elder Bradbury thro Sir  William Pepperells Woods stopped and oated at  Millikins and rode into  Falmouth and putt up at Mr.  Jonathan Webbs -- Where I found my Classmate Charles  Cushing Mr. George Lyde the Collector here one  Mr. Johnson and one Mr. Crocker.   34    
306,1770-07-03,Rose in comfortable Health.
307,1770-07-08,This Week has been taken up in the Hurry of the Court and I have not been  able to snatch a Moment to put down any Thing. The  softly People where I lodge Don Webb and his Wife are the  Opposites of every Thing great spirited and  enterprizing. His father was a dissenting  Parson and a Relation of mine a zealous Puritan and famous Preacher. This  son however without the least Regard to his Education his Connections  Relations Reputation or Examination into the controversy turns about and goes  to Church merely because an handfull of young foolish fellows here took it  into their Heads to go. Don never was or aimed to be any  Thing at Colledge but a silent Hearer of a few  Rakes and he continues to this day the same Man rather the same softly living  Thing that creepeth upon the face of the Earth. He attempted Trade but failed  in that -- now keeps School and takes Boarders and his Wife longs to be  genteel to go to Dances Assemblies Dinners suppers &c. -- but cannot  make it out for Want thereof. Such Imbicility of Genius such Poverty of  Spirit such Impotence of Nerve is often accompanied with a  fribbling Affectation of Politeness which is to me completely  ridiculous -- green Tea if We could but get it -- Madeira Wine if I could but  get it -- Collectors genteel Company Dances late suppers and  Clubbs &c. &c.   35    
308,1770-07-12,Thus far I humoured his Impertinence. Well now says he do you want to know  my Name? Yes. My Name is Robert Jordan I belong to C  ape Elizabeth and am now going round there. My forefathers came  over here and settled a great many Years ago. -- After a good deal more of this  harmless Impertinence he turned off and left me. -- I baited at  Millikins and rode thro Saco  Woods and then rode from  Saco Bridge thro the Woods to  Pattens after Night-many sharp steep Hills many Rocks many  deep Rutts and not a Footstep of Man except in the  Road. It was vastly disagreable. Lodged at  Pattens.
309,1770-07-13,Stopped two Hours at Mr. Hemenways and then rode  thro the Woods in excessive Heat to  York dined at Woodbridges who was much elated  with his new Licence and after Dinner was treating  his friends some of them. Spent an Hour at Mr. Sewalls with  Elder Bradbury and then went to  Portsmouth crossed the Ferry after 9 O Clock and  putt up at Tiltons the Sign of the  Marquis of Rockingham -- a very good House. I will call no more at  Stavers's. I found very good Entertainment and excellent  Attendance -- a very convenient House a spacious Yard good stables and an  excellent Garden full of Carrotts Beets Cabbages  Onions Colliflowers &c. This  Tiltons is just behind the State House.
310,1770-07-14,I fully intended to have made a long Visit to Governor  Wentworth upon this Occasion. But he was unluckily gone to  Wolfborough so that this Opportunity is lost.   37    
311,1770-08-09,Pray excuse this the Trouble of this Letter and believe me with  great Esteem and Admiration your most obedient and very huml. servant.
312,1770-08-19,Mr. Mason led us a jaunt over sharp Rocks to the Point of  the Island opposite to  Nantasket where in an hideous Cavern formed by a great  Prominent Rock he shewed Us the Animal Plant or  flower   42      a small spungy muscular  Substance growing fast to the Rock in figure and feeling resembling a young  Girls Breast shooting out at the Top of it a flower  which shrinks in and disappears upon touching the Substance.
313,1770-08-20,Yet even this must be understood with certain Limitations for there are  Times when the Cause of Religion of Government of Liberty the Interest of  the present Age and of Posterity render it a necessary Duty for a Man to make  known his Sentiments and Intentions boldly and publickly. So that it is difficult to establish any  certain Rule to determine what Things a Man may and what he may not lawfully  conceal and when. But it is no doubt clear that there are many Things which  may lawfully be concealed from many Persons at certain Times and on the other  Hand there are Things which at certain Times it becomes mean and selfish  base and wicked to conceal from some Persons.   44    
314,1770-08-22,These Gentlemen are all Valetudinarians and are taking the Northern Tour for  their Health.   46    
315,1770-08-23,The Consequence of this will be that the Iron Rod of Power will be stretched  out vs. the poor People in every  [ sentence unfinished ]   48  [  -- ]    [ ]    [ ]
316,1771-01-10,When the Co. [Company] 1st. came in they began to banter  Blair Townsend upon his approaching Marriage which it seems  is to be this Evening to one Mrs. Brimmer.  [  ] Treasurer punned upon the Name. (N.B.  Shenstone thanked God that his Name was obnoxious to no Pun).  And We had frequent Allusions Squints and Fleers about entering in &c.  among the Merchants and Widowers and Bachelors &c.   3    
317,1771-02-08,Such a Plan may be of greater Extent and Duration than at first We may  imagine. It might be usefull at any Time. There are  in this Prov. [Province] natural Productions  eno. Hemp Silk and many other Commodities might be  introduced here and cultivated for Exportation. The Mulberry Tree succeeds as  well in our Climate and Soil as in any.
318,1771-02-14,Dined at Mr. Hancocks with the Members  Warren Church Cooper  c. and Mr. Harrison and spent the whole Afternoon and  drank Green Tea from  Holland I hope but dont know.
319,1771-02-15,Came home and can now answer the Question. I learned nothing. The Company  was agreable enough. -- Came home in great Anxiety  and distress and had a most unhappy Night -- never in more misery in my whole  Life -- God grant I may never see such another Night.   10    
320,1771-02-16,Have had a pensive day.   11    
321,1771-04-16,Yesterday I rode to Town from  Braintree before 9 attended my Office till near two then dined  and went over the ferry to  Cambridge attended the House the whole Afternoon returned and  spent the whole Evening in my Office alone -- and I spent the Time much more  profitably as well as pleasantly than I should have done at Clubb. This Evening is spending the same Way. In the Evening  I can be alone at my Office and no where else. I never could in my family.
322,1771-04-18,Tuesday I staid at my Office in Town Yesterday  went up to  Cambridge. Returned at Night to  Boston and to  Braintree still calm happy  Braintree -- at 9. o Clock at night. This Morning cast my Eyes  out to see what my Workmen had done in my Absence and rode with  my Wife over to  Weymouth. There we are to hear young Blake -- a  pretty fellow.   3    
323,1771-04-20,This mettlesome Barrister gives us the best Account of the Unanimity of the  Kings Bench that I have ever heard or read.  According to him it is not uncommon abilities [  ]  Integrity and Temper as Mr. Burrows would perswade us but sheer fear of Lord M-d  [Mansfield] the Scottish Chief which produces   4      this Miracle in the moral and intellectual World -- i.e. of 4  Judges agreeing perfectly in every Rule order and judgment for 74 Years  together. 4 Men never agreed so perfectly in Sentiment for so long a Time  before. 4 Clocks never struck together a thousandth Part of the Time 4 Minds  never thought reasoned and judged alike before for a ten thousandth  Part.
324,1771-04-21,Last night went up to  Braintree and this Evening down to  Boston call'd at S. Adams's and found Mr. Otis  Coll. [Colonel] Warren  and Dr. Warren. Otis as Steady and Social  and sober as ever and more so.
325,1771-04-22,In the Morning mounted for  Worcester with Pierpoint Caleb and Rob.  Davis Josa. Quincy &c.  Baited the Horses at Brewers and at Coll.  [Colonel] Buckminsters.
326,1771-04-25,However the jury gave none. They could not Agree. 8 were for Defendants 4  for Plaintiff.   6    
327,1771-05-01,This Evening at the Bar Meeting I asked and obtained the unanimous Consent  of the Bar to take Mr. Elisha Thayer of  Braintree Son of Captn. Ebenr. Thayer Jur. as a Clerk. How few  Years are gone since this Gentleman was pleased to call me a petty  Lawyer at Majr. Crosbys Court. Now  [he] is soliciting me to take his Son and complementing  c.   7      May 2. 1771  me  with being the first Lawyer in the Province as he did in express Words  tho it was but a Compliment and if sincere in him  was not true but a gross Mistake nay what is more remarkable still  complimenting me with his Seat in the House of Representatives as he did by  assuring me in Words that if I had an Inclination to come from  Braintree he would not stand in my Way. -- Such are the  Mistakes we are apt to make in the Characters of Men and in our Conjectures of  their future Fortune. This however is a wretched Tryumph a poor Victory a small Antagonist to defeat --  And I have very few of this Kind of Conquests to boast of. The Governor tells  of a vast No. of these Changes in Sentiment  concerning him -- and will be able to tell of many more.
328,1771-05-02,These are the Insults that I have exposed myself to by a very small and  feeble Exertion for S. Adams to be Register of Deeds. Thus are  the Friends of the People after such dangerous Efforts and such successful  ones too left in the Lurch even by the People themselves. I have acted my  sentiments with the Utmost Frankness at Hazard of all and the certain Loss  of ten times more than it is in the Power of the People to give me for the  sake of the People and now I reap nothing but Insult Ridicule and Contempt  for it even from many of the People themselves. However I have not hitherto  regarded Consequences to myself. I have very chearfully sacrificed my Interest and my Health and  Ease and Pleasure in the service of the People. I have stood by their friends  longer than they would stand by them. I have stood by the People much longer  than they would stand by themselves. But I have learn'd Wisdom by Experience. I shall certainly become  more retired and cautious. I shall certainly mind my own Farm and my own  Office.   9    
329,1771-05-03,He is a singular Man. It will be amusing to observe his Behaviour upon his Return to active Life in the Senate  and at the Bar and the Influence of his Presence upon the public Councils of  this Province. I was an Hour with him this Morning at his Office and there he  was off his Guard and Reserve with me. I find his Sentiments are not altered  and his Passions are not eradicated. The fervour of  his Spirit is not abated nor the Irritability of his Nerves lessened.   11    
330,1771-05-09,This Day arrived Hall from  London with News of the Committment of the Mayor and Mr.  Alderman Oliver to the Tower by the House of Commons. I read this  Morning in the English Papers and the Political Register for April all the  Proceedings against the Printers Thompson and  Wheble and vs.  the Mayor and Alderman Wilks and  Oliver. What the Consequence will be of these Movements it  is not easy to foresee or Conjecture. A Struggle a Battle so serious and  determined between two such Bodies as the House and the City must produce  Confusion and Carnage without the most delicate Management on both sides or  the most uncommon Concurrence of Accidents.   13    
331,1771-05-14,Dr. Cooper mentioned an old Proverb that an  Ounce of Mother Wit is worth a Pound of Clergy. Mr. Otis mentioned another which he said conveyed  the same Sentiment -- an Ounce of Prudence is worth a Pound of Wit.  [  ] This produced a Dispute and the sense of the Company  was that the Word Wit in the 2d. Proverb meant the  faculty of suddenly raising pleasant Pictures in the Fancy but that the Phrase   14      Mother Wit in the first Proverb meant natural Parts and Clergy  acquired Learning -- Book Learning. Dr. Cooper  quoted another Proverb from his Negro Glasgow -- a Mouse can  build an House without Timble -- and then told us another Instance of  Glasgows Intellect of which I had before thought him entirely  destitute. The Dr. was speaking to  Glasgow about Adams Fall and the Introduction  of natural and moral Evil into the World and Glasgow said  they had in his Country a different Account of this matter. The Tradition was  that a Dog and a Toad were to run a Race and if the Dog reached the Goal  first the World was to continue innocent and happy but if the Toad should  outstrip the Dog the world was to become sinfull and miserable.  Every Body thought there could be no danger. But  in the Midst of the Career the Dog found a bone by the Way and stopped to knaw  it and while he was interrupted by his Bone the Toad constant in his  Malevolence hopped on [  ] reached the Mark and spoiled  the World   15    
332,1771-05-15,He will certainly soon relapse into his former Condition. He trembles. His  Nerves are irritable. He cannot bear Fatigue. -- Brother A.  has argued so prodigiously like a Rep [Representative] that  I cant help considering him as the Ghost of one -- &c.   16    
333,1771-05-22,At  Plymouth. Put up at Wetheralls near the County  House -- lodged with Mr. Angier where we had a  Chamber wholly to ourselves -- very still and retired -- very serene and happy.  Mrs. Howland and her Family I hear are very much grieved and  hurt and concerned about my passing by their House. But my Health is my Excuse  of all my Removals. I am not strong enough to bear the Smoke and dirt and  Noise of Howlands and their late Hours at night. -- Heard of  the Election of Coll.  Edson at  Bridgwater and Coll. Gilbert of  Freetown. Which proves to me that the System of the Province  will be different this Year from what it was the last. The House was very  near equally divided the whole of the last Session and these two  Members will be able to make a ballance in  favour of Timidity Cunning Artifice and  Trimming. How easily the People change and give up their Friends and their  Interest.   17    
334,1771-05-29,General Election. Went to  Boston and to  Cambridge and returned to  Boston at night.
335,1771-05-30,The Farmers upon  Connecticutt River fat their Cattle on the very best of English  Hay and Oats and Pees ground to meal. They would not digest the Corn whole  so they grind their Provender. One of the great Farmers will fatten 20 Head of  Cattle in a Year and it is the whole Business of one Man to take the care of  em -- to feed Water and curry them. They give an Ox but little Provender at  first but increase the Quantity till an Ox will eat a Peck at a Time twice a  day. [  ] The  County of Hampshire is the best Place to send to for Stock --  Oxen Cows Horses young Cattle of all Ages their Breed is large and  excellent and store Cattle are much cheaper there than below. -- Lodged at  Muns.
336,1771-05-31,A fair soft pleasant Morning. -- I believe the Peasants round about the  Town of Boston are as contracted in their Views and Notions as  any People in the Province. On the North Side of  Charlestown Ferry their Lands are divided into little Strips  and they spend the whole Year in providing for a few Cows and in carrying their  Milk in Bottles over the ferry and Wheeling it about the  Town of Boston. On the South Side of the Neck they raise Garden  Stuff and Hay for the Market. But they have less Conversation with Travellers  And   22      Strangers and therefore less Civility Knowledge &c.  [  ] than Countrymen at a greater Distance. --  Turned out my Horse at Coll.  Williams's  Marlborough. Dined at Martins  Northborough where I met with my Class Mate  Wheeler of  George Town the Episcopal Priest. He says the Deer in  St. James's Park are as tame as Catts  they will come up to you and eat any Thing out of  your Hands. There is a large Number of them in the Park and it is a rare Thing  to have one of them stolen or kill'd. It is  transportation to do Either. So there is a Number of Swans upon  the Thames none of em get killed nor any of their Eggs  destroyed. Mr. Wheeler informed me that Coll. Lithgow of  George Town had a Son which he designed to get me to take. He  is 20 Years of Age has studied Latin with Mr. Wheeler but  has never been at Colledge &c. He gives a  pitifull Account of our Classmate his Brother Bayley  [Bailey] and his Wife their want of CEconomy  and their wretched jig &c. -- Oated and drank Tea at  Furnaces lodged at Mr.  Putnams in  Worcester.
337,1771-06-01,This Day Mr. Putnams eldest Daughter  Eleanor brought to the World her first Daughter being  married to Rufus Chandler Son of Coll. John.   24    
338,1771-06-02,Jno. Chandler Esqr. of  Petersham came into P.s in the Evening from  Boston Yesterday and gave us an Account of  Mr. Otis's Conversion to Toryism. --  Adams was going on in the old Road and  Otis started up and said they had gone  far enough in that Way the Governor had an undoubted Right to carry the Court  where he pleased and moved for a Committee to represent the Inconveniences of  sitting there and moved for an Address to the Governor. He was a good Man --  the Ministers said so -- the justices said so and it must be so -- and moved to  go on with Business and the House voted every  Thing he moved for. --  Boston People say he is distracted. &c.   26    
339,1771-06-03,Oated at Silas Hodges's in  Brimfield near the baptist Meeting House. There I find they  have not so much faith in the Spring. Lodged at Colburns the  first House in  Stafford. There I found one David Orcutt who  came from  Bridgwater 30 Years ago a Relation of the  Orcutts in  Weymouth. He I find is also a great Advocate for the Spring. He  was miserable many Years with Rheumatism &c. and by means of the Spring  was now a comfortable Man. The Landlord came with   28      [his] Father 30 Years ago from  Roxbury. He has a farm of Zoo Acres of Land 100 under  Improvement keeps near 30 Head of neat Cattle 3 Horses 50 sheep and yet  offers to sell me his Place for 500 L.M.
340,1771-06-04,At Night Green call'd to his Wife come put by your Work and come in and  takes his Family Bible and reads a Chapter and then makes a long Prayer of  half an Hour and we all go to bed.   32    
341,1771-06-05,Thus I find I shall have in the Dr. a fund of Entertainment. He is  superficial enough and conceited enough and enthusiastical enough to  entertain.
342,1771-06-06,Mr. Barrell confirms the Account of  Mr. Otis's Behaviour in the House  which Mr. Chandler gave me at  Worcester. But says he cannot reconcile this to Mr.  Otis's whole Conduct for a Course of Years
