X.text.,year,month,id
SWP No. 74.2(Recognizance for Francis Hutchins )Memorandum -- That on the Twenty one Day of Decemb'r: Anno'qe D[mbar ] : one Thousand Six hundred Ninty & two in the: fourth year of the Reigne of our Sovereigne Lord & Lady William & Mary by the Grace of God of England &c. King & Queen Defenders of the faith &c: Personally came and Appeared before me George Corwin High Shirriffe for the County of Essex of the Province of the Massathutets Bay in New England -- Samuel Hutchens of Haverell and Jospeh Kingsbury of Haverell afores'd Husbandman and Acknowledged themselves Indebted Unto our Sovereigne Lord & Lady the King & Queen or the Survivors of them their Heires & Successors: in the Summe of two hundred pounds to beleaved one their Goods & Chattles Lands & Tenements for the Use of our Sovereigne Lord & Lady the King & Queen or the Successors of them if Default be made in the Performance of the Condition UnderwrittenVidellisitt -- The condition of the above written Recognizance is Such That Whereas francess Hutchens Widdow of Haverell afores'd is Suspected of and Accused of Committing Divers Acts of Witchcrafts If therefore the Said frances Hutchens afores'd: Shall & do make her Personall Appearance before the Justices of our Sovereigne Lord & Lady the King & Queen at the Next Court of Assize of Oyer & Terminer Next Generall Goal Delivery to be held for & within the County of Essex afores'd; to answar what shall be objected ag't: her on their Maj'tes: behalfe Refering to the Witchcrafts & to do & Receive that  by w'ch said Court shall be then and there Injoyned & not Darpart without Licence Then the said Recognizance to be Void: or Else to abide in full force & Vertue In Wittness wherof the: above Named Persons #[have] Sam'll: Hutchings & Joseph Kingsberry have hereunto sett our hands & seales this Twenty first Day of December in the Year of our Lord one Thousand six hundred Ninty & two and in the fourth year of their Maj'ties ReigneWittnessed:                                             *Thomas Beadle*Joshua Conant         *Samuel huchins*Jno Gyles 1692           *Joseph Kingsberry *Samuel huchins *Joseph Kingsberry ( Massachusetts Archives Collection Vol. 135 No. 75. Massachusetts State Archives Boston MA. ),1692,December,74.2
SWP No. 75.1(Complaint of Edward putnam Thomas Rayment Elizabeth Booth  Abigail Williams & Ann Putnam Jr. v. Mary Ireson )[June 4 1692 ]Deacon Edward putnam and Thomas Rayment both of Salem Village Complained on behalfe of theire Majesties against Mary Ireson the Wife of Benjamen Ireson of Lyn husbandman for Sundry acts of Witchcraft by her Committed Lately on the bodys of Mary Waren Susana Shelden & Mary Walcot & others of Salem Village whereby great hurt hath beane donne to theire bodys. therefore Craves Justice Salem  June 4th. 1692 *Edward Putnam                    The Mark L  of                     Thomas Rayment (In left margin) also--  Elizboth   Abi Williams   Ann Putnam   also -- (Reverse) Ireson ( Essex County Court Archives Salem -- Witchcraft Vol. 2 no. 19 ),1692,June,75.1
SWP No. 75.2(Warrant for apprehension of Mary Ireson and Officer's Return )[June 4 1692 ]To the Sheriffe of the County of Essex or his deputie or Constable in LynYou are in theire Majests names hereby required to apprehend and bring before us Mary Ierson the wife of Benjamin Ireson of Lyn husbandman on Munday next about ten of the Clock in the forenoon at the house of Thomas Beadles in Salem who stands Charged on behalfe of theire Majests with haveing committed Sundry acts of Witchcraft on the Bodys of Mary Waren Susannah Shelden Mary Walcot and Others whereby great hurt is donne to theire bodys.) in order to her Examination Relateing to the abovesayd premises faile notDated Salem  June 4t 1692  Per us *John Hathorne                                   *Bartho Gedney                                   *Jonathan. Corwin ] J:peace (Reverse) According to this warrant I have Aprehended the person of mary Ierson #[and] wife of Benjemen Ierson of Lyn and brought her to the plase apoynted in order to her exemination as atest my hand *Henery Collings Constabll for the town of Lyn ( Essex County Court Archives Salem -- Witchcraft Vol. 2 no. 18. ),1692,June,75.2
SWP No. 75.3(Examination of Mary Ireson )[June 6 1692] Mary Ireson was examined: before Majr Gedney: & other their Majestis justices June: 6th 1692before sd Ireson was brought: into ye roome:in prayer time ye afflicted fell into a fitt & complayned of Mary Ireson when sd Ireson came in her sister came with her: & ye justices: cald to ye afflicted: to come & look on her sister: & see if that was she yt afflicted them but they sd that was not she that hurt them: it was she wt a hood on sd Ireson had a Riding hood on: it was asked sd Ireson doe you not see how you are discovered: she sd she: might be left: to this afflictione for her other sins for she had bin of a bad temper: for but for witchcraft she had not yt sin to answer for: Eliz Boothe Susana Sheldon Mary Warin & Mary Warin fell down when she looke on them: & were well again when she touched them with her hand several times it was so: they charged her with afflicting them: when some of them were well they charged her with hurting ye others yt were afflicted: they three of them: all but mary Wolcot sd they never had seen her in person: before: but they knew: yt this was ye woman yt had afflicted them: Mary Warin sd she had brought the book: to her to sign: a monthe before: Susana Sheldon sd she had brought ye book at that pressent time of her examination: & sd if she would not sign it she would tear her throat out: sd Iresons: eyes being fixed: it was asked her: what she fixed her eyes upon: ye afflicted sd ye black man was before her & bid her not confess both ye justices & sd Iresons Unkle: ffuller: that was there urged her to confess & breake ye snare of ye devill: but she sd she knew not yt she was in it: She asked weither she might be a witch & not know it: but was answered no: she sd then she could not confess till she had more Sight.I undr written being appointed by Authority to: take ye above examination doe testify upon oath taken in Court: that this is a true coppy of ye substance of it to ye best of my knowledge:                                     *Simon Willard( MS Ch K 1.40 vol. 2 p. 210 Rare Books & Manuscripts Boston Public Library Boston MA. ),1692,June,75.3
SWP No. 76.1(Complaint against John Jackson Sr.  John Jackson Jr.  and John Howard )[August 25 1692 ]Ephriam foster  of Andivor. & Joseph Tyler of Boxford Complaine to their Majesties Justices of the Peace in Salem against John Jackson Sen'r: & his Son John Jackson Jun'r & John Howard. all of the Towne of Rowley. Labourers for that they & Every of them have Comited Severall acts of witchcraft upon the bodys Martha Sprag of Boxford & Rose foster of Andivor Singlewomen to their Great hurt & the Said Eph'm. foster & Joseph Tyler doe by these presents oblige themselves Joyntly & Severaly to our Sover'n Lord & Lady King William & Queen Mary in the full & whole Sume of one hundred pounds Bond Currant mony of New England The Condition is that they will prosecut the abov said Complaint to Effect as the law directs -- 25 Aug'st. 1692 This Recognizance taken before me *Ephraim Foster*John Higginson Just'e Peace  *Joseph Tiler( MS Ch K 1.40 vol. 2 p. 196 Rare Books & Manuscripts Boston Public Library Boston MA. Boston. ),1692,August,76.1
SWP No. 76.2(Warrant for apprehension of John Jackson Sr. ; John Jackson Jr. ; and John Howard & Officer's Return )[August 25 1692 ]Essex/ To the Sheriff of the County of Essex or his Deputy/ Complaint being made this day to us by Ephraim foster of Andivor & Joseph Tyler of Boxford against John Jackson sen'r & his son John Jackson Jun'r & John Howard all of Rowley Labourers that they the Said John Jackson Sen'r John Jackson Jun'r. & John Howard have Sorely afflicted Martha Sprage of Boxford & Rose foster of Andivor Singlewomen by witchcraft contrary to the Peace of our Soverain Lord & Lady William & Mary King & Queen of England &c & to their Majesties Laws in that case provided & Said Ephriam Foster & Joseph Tyler haveing given Sufficient bond to procecut their Complaint to Effect These are therfore to require you in their Majesties names forthwith to aprehend & seize the Bodys of the Said John Jackson Sen'r. John Jackson Jun'r. & John Howard of Rowley & them Safely convey to Salem before us their Majesties Justices of the Peace to be examined & proceeded w'th. according to Law. for w'ch this shall be yo'r warrant dated In Salem:25th. August 1692*Bartho Gedney                                          *John Hathorne                                          * Jonathan. Corwin                                          *John Higginson Just'es Peace  (Reverse) August 26 -- 1692 I have apprehended the three within named John Jackson Sen'r John Jackson Jun'r and John Howard: and have brought them before yo're honors to Answer as wi[thin] by me *Geo. Herrick Dep'y Sheriff Jno Jackson Senr Jno Jackson Junr John Howard 26. 6 1692 Exa ( MS Ch K 1.40 vol. 2 p. 222 Rare Books & Manuscripts Boston Public Library Boston MA. ),1692,August,76.2
SWP No. 76.3(Examination of John Jackson Sr. )[August 27 1692]Jno Jaxon sen'r examined Before their Majest's Justices In salem August 27th 1692  Jno. Hawthorne Esq'rs & othersThe afflicted persons fell into a bad fitt: before s'd Jaxon came into the room & s'd he is comingQues. Jno Jaxon why do you afflict these persons A I desire to Cry to God to keep both me & mine from this sin: I never did it since the Day I was born.Jno Jaxon you are here accused for hurting Martha Spreag & Rose foster by witchcraft A. I am inocent.Mary Warren was asked if ever s'd Jaxon had afflicted: her: she s'd yes.Martha Spreag: is this: the man that afflicted you: A. Yes he hurt my throat last night He hath afflicted me: ever since I came Downe with the three: that Confessed one night it was s'd to s'd Jaxon if you be  Inocent: You can look upon them that are afflicted but: Martha Spreag was struck Down: when he looked: & was Recovered out of her fitt with s'd Jaxons touch of his hand: the like was done by Mary Warin it was sayd to him: look how you afflict them: but he s'd no indeed I never Did it but: here is witnes against you: & Hannah Post was Called: but s'd Jaxon s'd he never: knew nothing of it: but Hannah Post: sayd she had seen him at the witch meeting at Andover[r] & that he Drank there: she sayd: that he & his son was in hast to be gone: and away: they went: s'd Post was a little afflicted when s'd Jaxon looked on her: for he was to look right on her: when he was bid: but looked downward: Mary Walcot: sayd. she Saw s'd Jaxon at: the witch meeting at Chandlers of Andover: but he never had hurt her: but was at that meeting where: Mr Borroughs: had exorted them: and puld off his hat & took his leave of them & s'd. Jaxon took his leav of Mr Borroughs: Ann Putnam: s'd: & hoped he should see him. again: but Mr Borroughs thout not: but Mary Walcot & Ann Putnam both fell into a fitt: sarah Bridges was brought in: & fell into a fitt and s'd Jaxon took her by: the hand & she was well presently: but s'd she knew not the man: Mary Lasey was asked: Doe you know this man: s'd Yes I saw him last night: & fell into a fitt: Richard Carrier s'd he saw s'd Jaxon last night: but Jaxon s'd he was at work at Cap. Wicoms of Rowley last night he s'd these persons was not in their Right mind: Mary Warin was struck Down [& s'd she was struck down] & s'd she was struck on the head: a Cloud was seen to Come: through her head cloathes Jaxon was charged with acting wich craf before them but he s'd he did it not nor would not own that ever the Devil had babtized him but when s'd Jaxon was Carried out the afflicted was much hurt: & Rich'd Carrier was halled almost und'r the bed.I underwritten being appoynted by authority to testify in wryting the above examination Doe testify upon oath taken in court that this is true coppy of the substance of it to the best of my Knowledge. 7th July 1692/3 *Simon Willardowned before the Grand Jury 7. Jan'y: 1692  *Robert Payne foreman:( Suffolk Court Files docket no. 2704 p. 27 ),1692,August,76.3
SWP No. 76.4(Indictment of John Jackson Sr. for Afflicting Mary Warren )[+ January 7 1693 ]Province of Massathuchetts Bay in New England Essex ] Anno RRs & Reginae Gulielmi & Mariae Angliae &c Quarto Anno'qe. Do[mbar ] 1692The Jurors [for] our sovereigne Lord & Lady the King & Queen Presents That John Jaxon Sen'r. of Rowley in the County of Essex on the Twenty Seventh Day of August 1692 -- And Divers other Dayes and Times as well Before as after Certaine Detestable Arts called Witchcrafts & Sorceries wickedly Mallishiously & felloniously hath used Practised & Exercised at & in the Towne of Salem in the County of Essex afores'd upon and against one Mary Warren of Salem Singlewoman By which Wicked Arts the said Mary Warren the Day & year afores'd and Divers other Days and Times as well before as after was & is Tortured Afflicted Tormented Consumed Pined & wasted against the Peace of our sovereigne Lord & Lady the King and Queen their Crowne and Dignity and the Lawes in that Case made and Provided.Witness Rose FosterMartha Sprague(Reverse)  John Jackson Sr. Aflic Mar. WarrenIgnoramus *Robert payne foreman( Suffolk Court Files vol. 32 No. 2704 p. 27. ),1693,January,76.4
SWP No. 77.1(Examination of John Jackson Jr. )[August 27 1692 ]Jno Jaxon Jun was examined before Jno Hawthorn Esqr & other their MajestsJustices August 27th 1692When Jno Jaxon was brought into the room the Afflicted persons fell down: & he was asked: Can you tell why: these fall down: he s'd he was bewitched by his Ant How: about four year agoe: & did the Devill appear to you then he Answered yes: in the shape of a black man & would disturb him & not let him sleep a night: but he would not own: that ever he brought him a book he could say nothing about a book: being asked: where he was babtized: Answerd in Mr Phillips his meeting hous: but would not own that ever: the Devill babtized him nor: that ever: he had signed: to the Devils book: he s'd when asked that the Devil next appeared to him in the shape of a woman: he was asked what woman: he s'd his Aunt How: he s'd she asked: whether he would not set his hand to the Devils book but he sayd he did not see the Devils book: Ques: what other shapes did the Devil appear to you in: Answered: in the shape of Catts: he owned that the black man had bid him serve him the afflicted: s'd his father stood by him & bid him not Confess: which he owned & Cryed Quest. was your Aunt How a witch: A: yes she Afflicted me: when I was at work in the feild she Come & looked on me & tore down the fence & my head fell of aking when: she looked on me there was a black spott on my Hatt as if it was burnt but you say yo'r Aunt How & [yo'r] father bewitched you when did yo'r father bewitch you: but answered not: it was s'd to him if you will not Confess witnes Should be called Mary Warin: was asked if this was one of them: men she saw: the other night: & s'd yes but was struck down into a fit: & s'd Jaxon touched her & she was well: she s'd s'd Jaxon afflicted her: then: & she had seen him afflict others: Mary Lacey s'd she knew s'd Jaxon: at Tilers: & she had seen him afflict others of the afflicted Mary Warin: Mary Lasey Martha Spreag : & Rose foster fell into a fitt: & Jaxon  cryed out: much like a fooll when: he was mad to touch the afflicted: but: they were all well: when he touched them: hannah Post s'd Jaxon was at the witch meeting att Andover she saw him there: Sarah Bridges: & Susana Post s'd Jaxon did let His presenc hurt themI underwritten appointed by authority to take in wryting the above examinat'n Doe testify upon oath taken in court That this is a true coppy of the substance of it to the best of my knowledge Janu'y 7th 1692                                             *Simon Willardowned before the Grand Jury 7 Jan'y. 1692*Robert Payne Foreman(Reverse) Griggs pet'nJno JaxonJune Exama( MS Ch K 1.40 vol. 2 p. 448 Rare Books & Manuscripts Boston Public Library Boston MA.),1692,August,77.1
SWP No. 77.2(Indictment of John Jackson Jr. for Afflicting Mary Warren )[+ January 7 1693 ]Province of the Massatuthetts Bay in New England Essex ] Anno RR &: Reginae Gulielmi & Mariae Angliae &c Quarto: Anno'qe Do[mbar ]: 1692The Jurors for our Sovereigne Lord & Lady the King & Queen Present That John Jaxon Jun'r. of Rowley on the 27th. day of August 1692 And divers other Dayes & times as well before as after Certaine detestable Arts called Witchcrafts and Sorceries Wickedly Mallishiously and felloniously hath used Practised & Exercised at and in the Towne of Salem in the County of Essex afores'd. upon and against one Mary Warren of Salem Singlewoman by which Wicked arts the said Mary Warren the Day and year afores'd: and Divers other Dayes and Times as well before as after was & is Tortured Afflicted Tormented Consumed & wasted against the Peace of our sovereigne Lord & Lady the the King & Queen their Crowne and Dignity and the Lawes in that case made & Provided.Witnesses  Martha SpragueRose Foster(Reverse) John Jaxon Jun'r. Afli  Mary WarrenIgnoramus *Robert Payne foreman( Suffolk Court Files Vol 32 docket  2704 p. 26 ),1693,January,77.2
SWP No. 78.1(Warrant for apprehension of George Jacobs Sr. and Margaret Jacobs & Officer's Return )[May 10 1692]To: The Constables in Salem. You are in theire Majests names hereby required to apprehend and forthwith bring before us. George Jacobs Senr of Salem And Margaret Jacobs the daugter of George Jacobs Junr of Salem Single-woman Who stands accused of high suspition of sundry acts of witchcraft by them both Committed on Sundry persons in Salem to theire great wrong and Injury and hereof faile not. Dated Salem May 10th 1692  per us. *John Hathorne ] Assists.        *Jonathan. Corwin ] AssistsTo constable Joseph NealeMay the 10th: 1692 Then I apprehended the Bodyes of George Jacobs Sen'r and Margret Jacobs daughter of George Jacobs Jun'r Both of Salem According to the Tenor of the Above warrant per me                          *Joseph Neale Constable in Salem.(Reverse) Warrant George Jacobs & Margaret Jacobs .( Essex County Court Archives Salem -- Witchcraft Vol. 1 no. 220 ),1692,May,78.1
SWP No. 78.2(Mittimus for George Jacobs Sr.  William Hobbs  Edward Bishop  Bridget Bishop  Sarah Wilds  Mary Black  Mary English  Alice Parker  and Ann Pudeator.)[May 12 1692]To the Keeper of theire (TORN) You are in theire majests names her -- (Torn) to take ino your care and safe Custody (Torn) of George Jacobs Sen'r of Salem husbandman (Torn)of Salem farmes husbandman William Hobs of (Torn) husbandman Edward Bushop of Salem Village Husband. (Torn) Bushop Alias Olliver the wife of Edward Bushop of Salem Sawyer Sarah Wild: the wife of John Wild: of Topsfeild Mary a Negro Woman of L't Nathaniell putnams of Salem Village Mary English the wife of phillip English of Salem Merchant; Allice parker the wiffe of John parker of Salem Seaman and Ann pudeattor of Salem Widdow who all and Everyone of them: Stand Charged in behalfe of theire Majests: With sundry acts of Witchcraft Latly donne or Committed by them on the Bodys of Mary Walcot Abigail Williams Marcy Lewis Ann Putnam Eliz Hubberd Susannah Sheldon and Others of Salem Village and farmes whereby great hurt hath bene donne them Whome you are well to secure in sayd Goale untill they shall be thence delivered by and order of Law and here of you are not to faile Dated Salem May the 12th 1692                       P'r us *John Hathorne Assists.                       *Jonathan. Corwin ] Assists.( Witchcraft Papers no. 25 Massachusetts Historical Society Boston MA. ),1692,May,78.2
SWP No. 78.3(Examinations of George Jacobs Sr. )[May 10 1692]The Examination of Geo: Jacobs Sen'r 10 May. 1692 Here are them that accuse you of acts of witchcraft Well let us hear who are they and what are they. Abigail Williams - Jacobs laught.Because I am falsely accused. -- Your worships all of you do you think this is true? Nay what do you think? I never did it. who did it? Dont ask me. Why should we not ask you? Sarah Churchwell accuseth you there she is.I am as innocent as the Child born to night I have lived. 33. years here in Salem. What then? If you can prove that I am guilty I will lye under it SarahChurchwell said last night I was afflicted at Deacon Ingersolls  and Mary Walcot said it was a man with 2 staves it was my master.Pray do not accuse me I am as clear as your worships; you must do right judgments. What book did he bring youSarah?The same that the other woman brought. The Devill can go in any shape.Did he not [be] appear on the other side of the river and hurt you did not you see him. Yes he did. Look there she accuseth you to your face she chargeth you that you hurt her twise. Is it not true? What would you have me say? I never wronged no man in word nor deed. Here are 3 evidences. You tax me for a wizard you may as well tax me for a buzard I have done no harm. Is it no harm to afflict these? I never did it. But how comes it to be in your appearance? The Devil can taken any likeness. Not without their consent. Please your worship it is untrue I never showed the book I am as silly about these things as the child born last night. That is your Saying you argue you have lived so long but what then Cain might live long before he killed Abel and you might live long before the Devill had so prevailed on you.Christ hath suffered 3 times for me. What three times. He suffered the Crosse & gall -- You had as good confesse (said Sarah Churchwell) if you are guilty.Have you heard that I have any witchcraft? I know you lived a wicked life. Let her make it out. Doth he ever pray in his family? Not unless by himself. Why do you not pray in your family? I cannot read. Well but you may pray for all that. Can you say the Lords prayer? Let us hear you? He mist in severall parts of it and could not repeat it right after Many Trialls Sarah Churchwell when you wrote in the book you was showed your masters name you said.Yes Sir. If she say so if you do not know it what will you say? But she saw you or your likeness tempt her to write. one in my likeness the Devil may present my likeness. Were you not frighted Sarah Churchwell when the representation of your master came to you?Yes. Well: burn me or hang me I will stand in the truth of Christ I know nothing of it. Do you know nothing of getting your son George and his daughter Margaret to signe?No nothing at all. The 2d Examination of said George Jacobs                       11. May 1692. [May 11 1692]The bewitched fell into most grevious fits and screhings when he came in. Is this the man that hurts you? Abig Williams cryed out this is the man and fell into a violent fit.Ann Putman said this is the man and he hurts her and brings the book to her and would have her write in the book and she should be as well as his Grand daughter.Mercy Lewis is this the man?This is the man (after much interruption by fits) he almost kills me. Eliz: Hubbard said the man never hurt her till to day he came upon the Table.Mary Walcot is this the man?After much interruption by fits she said this is the man he used to come with two staves and beat her with one of them. What do you say are you not a witch? No I know it not if I were to dye presently. Mercy Lewes went to come near him but fell into great fits.Mercy Lewes testimony read. What do you say to this?Why it is false I know not of it any more than the child that was born to night. Ann Putman said yes you told me so that you had been so this: 40 years.Ann Putman and Abigail Williams had each of them a pin stuck in their hands and they said it was this old Jacobs .Abigail Williams Testimony read.Are not you the man that made disturbance  (Reverse) at a Lecture in Salem?No great disturbance. Do you think I use witchcraft? Yes indeed No I use none of them. The Examination of Geo: Jacobs Sen'r.( Essex County Court Archives Salem -- Witchcraft Vol. 1 no. 224. ),1692,May,78.3
SWP No. 78.4(Indictment of George Jacobs Sr. for Afflicting Mercy Lewis )[+ August 4 1692]Anno Regis et Reginae Willm et Mariae nunc Angliae &c Quarto: Essex: ss The Jurors for our Sovereigne Lord and Lady the King and Queen prsents. That George Jacobs Sen'r of Salem in the County of Essex the 11th day of May in the fourth Year of the Reigne of our Sovereigne Lord and Lady William and Mary by the Grace of God of England Scottland France and Ireland King and Queen Defend'rs of the faith &c. and Divers other Dayes and times as well before as  after certaine Detestable Arts called Witchcrafts and sorceries Wickedly and felloniously hath used Practised and Exercised at and within the Towneship of Salem in the county of Essex aforesaid in upon and ag't: one Marcy Lewis of Salem village Singlewoman by which said wicked arts the said Marcy Lewis the 11th day of May in the fourth year abovesaid and Divers other Dayes and times as well before as after was and is Tortured Afflicted Pined consumed wasted and Tormented and also for sundry other acts of witchcraft by said George Jacobs Committed and Done before and since that time ag't: the Peace of our Sovereigne Lord and Lady the King and Queen their Crowne and Dignity and ag't the forme of the Statutes in that Case made and provided:Witnesses Marcy LewisMary Walcott.Eliz. HubbardSarah Churchill.(Reverse) George Jacobs No (2) Indictment Ignoramus( Essex County Court Archives Salem -- Witchcraft Vol. 1 no. 222. ),1692,August,78.4
SWP No. 78.5(Indictment of George Jacobs Sr. for Afflicting Mary Walcot )[+ August 4 1692]Anno Regis et Reginae Willim et Mariae nunc Angliae &c Quarto Essex ss The Jurors for our Soverigne Lord and Lady the King and Queen prsents that George Jacob sen'r of Salem husbandman -- the 11th day of May in the fourth year of the Reigne of our Sovereigne Lord and Lady William and Mary by the Grace of God of England Scottland France and Ireland King and Queen defed'rs of the faith &c and divers other days and Times as well before as after Certaine detestable Arts called witchcrafts and Sorceries -- Wickedly and felloniously hath Used. Practised and Exercised at and within the Township of Salem in the County of Essex afore s'd: in upon and ag't: one Mary Walcott of Salem villiage Singlewomen -- by which said wicked arts the said Mary Walcot the 11th day of May in the fourth year above said and divers other days and times as well before as after was and is Tortured Afflicted. Pined Consumed wasted & Tormented and also for Sundrey other acts of witchcraft by said George Jacobs . Committed and done before and Since that time agt:  the Peace of our Sovereigne Lord and Lady the King & Queen their Crowne and dignity and ag't: the forme of the Statute in that case made and Provided.Witnesses -- Marcy Lewis             Mary Walcott             Eliz. Hubbard             Ann Putman             Sarah Churchill( Witchcraft Papers no. 24 Massachusetts Historical Society Boston MA. ),1692,August,78.5
SWP No. 78.6(Summons for Witnesses v. George Jacobs Sr. )[August 4 1692]W'm and Mary by the Grace of God of England &c King and Queen &c. To the Sheriff of Essex or deputy or Constables of Salem Greeting. Wee comand you to Warn and give notice unto Joseph Flintt John Waters sen'r John Doritch Corpo'll John foster Capt Puttnam and [his] Rebecca his wife that they and Every of them be and appear forthwith att the Court of Oyer and Terminer holden at Salem there to Testifie the truth to the best of your knowledge on certain Indictments Exhibited against George Jacobs Sen'r hereof make return faile not.Dated in Salem Aug't 4th 1692 and in the fourth yeare of our Reigne                                        *Stephen Sewall Cler.(Reverse) G. Jacob(s)( Essex County Court Archives Salem -- Witchcraft Vol. 1 no. 225 ),1692,August,78.6
SWP No. 78.7( Testimony of Abigail Williams v. George Jacobs Sr. )[May 11 1692]The Testimony of Abigail Williams witnesseth and saith that she hath severall times seen and been very much afflicted by the Apparition of Geo Jacobs Sen'r of Salem at and before the 11. May 1692.(Reverse) Abig: Williams ag'st Geo: Jacobs Sen'r( Essex County Court Archives Salem -- Witchcraft Vol. 1 no. 223 ),1692,May,78.7
SWP No. 78.8( Testimony of George Herrick & William Dounton v. George Jacobs Sr. )[August 4 1692]The Testimony of George Herrick aged thirty fouer yeares or theirabouts Testyfeyeth and Saith that Some time in May Last by order of their Majesties Justices I went to the prison in Salem to Search George Jacobs Sen'r and likewise William Dounton the Goale keeper and Joseph Neale constable was in presence and concerned with mee in the search where under the s'd Jacobs his Right Sholder wee found A tett aboute A quarter of an Inch longue or better with A Sharpe point Drupeing downwards so that I tooke A pinn from s'd Dounton and Run it through the s'd tett but their was nither watter blood nor curruption nor any other matter and so wee make Returne:William Dounton testifeyeth the above written and we farther Testefy and say that the s'd Jacobs was not in the least Senceable in what wee had done for after I had made Returne to the majestrates and Returned I tould the s'd Jacob And hee knew nothing before       Sworne in Court Aug't. 4. 92(Reverse) Herik Dounton Nele ( Essex County Court Archives Salem -- Witchcraft Vol. 1 no. 228 ),1692,August,78.8
SWP No. 78.9(Testimonies of Mary Warren Elizabeth Hubbard Mary Walcott &  Sarah Bibber v. George Jacobs Sr. )[August 4 1692]Mary Warin afirmd: before the Jury of Inquest: that George Jacobs sen'r has: afflicted her: s'd Warin and beat her with his staffe he or his Apperition: s'd Warin ses she had seen s'd Jacobs or Apperition afflict Mary Walcot and beat her with his staffe: she sayd also that s'd Jacobs has: afflicte Ann Putman s'd warin verily thinks: s'd George Jacobs is a wizard Aug't: 4: 1692. upon her oath                                                                 Jurat in Curia.Elizabeth Hubbard Affirmed to the Jury of Inquest: that she hath seen: George Jacob sen'r: afflict: Mary Walcot Ann Putnam and Abigail Williams: and s'd Jacobs: or his Appearition has sorely afflicted her said Eliz Hubbard: Aug: 4. 1692. upon her oath.                                                                Jurat in Curia. Mary Walcot Affirmed before the Jury of Inquest that she hath seen George: Jacobs Sen'r afflict Mary Warin and Ann Putnam and Elizabeth Hubbard: and s'd Jacobs or his Apperition hath hurt her s'd Mary Walcotand beat her with his staffe: Aug't 4: 92 upon her oath s'd Walcot s'd she verily beleeve s'd Jacobs is a wizerd: and: that on the day and time of s'd Jacobs his examination; he afflicted: her and Ann Putman and Elizabeth Hubbard                                                                 Jurat in CuriaSarah Churchwell](/tag/churchill_sarah.html):Affirmed to the Jury of Inquest: that George Jacobs Sen'r or his Apperition:has afflicted: her s'd. Churchell: by choaking of her and she veryly thinks that s'd Jacobs: did it by witch craft.Jurat in Curia Sarah Vibber made Oath that she Saw him this George Jacobs at the Gallows when Goody Olliver was executed & the black man help him up. & that she saw him aflict Mary Walcot & beat hir with his Staffe.                                                                Jurat in Curia.(Reverse) Severall Evidences Contra. Georg: Jacobs.  ( Essex County Court Archives Salem -- Witchcraft Vol. 1 no. 226 ),1692,August,78.9
SWP No. 78.10( Testimony of John DeRich v. George Jacobs Sr. et al.)[+ August 4 1692]Cop[y] John Doritch aged 16 years or thereabouts Testifieth and Saith.That John Small and his wife Anne both deceased and formerly of the Towne of Salem doth both appear to this Deponent and told him that they would tare him to peices if he did not goe and Declare to Mr. Harthorne that George Jacobs senior: Did kill them: and likewise that Mary Warrens mother did appeare to this Deponent this day with a white man and told him that goodwife Parker and Oliver did kill her: and Likewise Core Procter and his wife: Sarah Procter Joseph Procter and John Procter did all afflict this deponent and do continually every day sense he hath began to be afflicted: and would have him this deponent to sett his hand to a Booke but this deponent told them he would not: Likewise Phillip English and his wife Mary doth appear to this deponent and afflict him and all the aboves'd persons Thretten to tare this Deponent in peices if he doth not Signe to a Booke: Likewise Goodwife Pease and Hobs and her daughter Abigail doth Afflict him and thretten the same: and Likewise a woman appeares to this Deponent who lives at Boston at the Uper end of the Towne whose name is Mary: she goes in black clothes hath: but one Eye: with a Crooked Neck and she saith there is none in Boston  like her she did afflict this deponent but saith she will not any more nor tell him her name./                            Jurat all relating to the                             prisoner at the Barr. (Reverse) John Derick against George Jacobs Copyed( Essex County Court Archives Salem -- Witchcraft Vol. 1 no. 227. ),1692,August,78.10
